% Task ID	Task location(GPS latitude)	Task location(GPS longitude)	Task price	Task status
0710	23.02147069	113.9767303	72	1
0711	22.84158065	113.9837534	75	1
0712	22.80193697	113.7215484	72	1
0713	23.09996972	113.6603676	68	1
0714	22.82065293	113.6793236	66	1
0715	23.00078427	113.9509232	72	1
0716	22.74394534	114.1439999	75	1
0717	22.8387028	113.7066879	72	1
0718	22.70228568	114.1736681	75	1
0719	22.8291523	113.7347647	72	1
0720	23.02506148	114.1035973	75	1
0721	22.74829892	114.1391543	75	1
0722	22.87660886	113.675044	75	1
0723	22.73591184	114.2757904	65.5	1
0724	23.08248182	113.8756202	68.5	1
0725	22.96547337	114.1542792	75	1
0726	22.83586295	114.1128578	75	1
0727	22.94565906	113.9505843	72	1
0728	23.00561717	113.9381655	72	1
0729	22.88898088	113.2210372	69.5	0
0730	22.76676047	113.2629498	72.5	1
0731	22.88479945	113.2589542	73	1
0732	22.84425565	113.2588793	66	1
0733	22.95119214	113.2670328	75	1
0734	22.71129853	113.1614172	75	0
0735	23.20445879	113.1633891	75	1
0736	22.78360392	113.2915659	72	1
0737	23.2604804	113.0236253	75	1
0738	22.9870642	113.7689429	68	1
0739	23.09554245	113.1847645	85	1
0740	23.10350796	113.1836978	80	1
0741	22.82065293	113.6793236	66	1
0742	22.98965586	113.8897387	85	1
0743	22.94132785	113.6767951	72	1
0744	22.83399226	114.0968097	72	1
0745	23.22113868	112.9248459	75	1
0746	23.02429369	113.7913009	66.5	1
0747	22.82065293	113.6793236	66	1
0748	23.09621418	113.6572812	68	1
0749	22.97049574	113.9193364	85	1
0750	23.02941462	113.9955167	85	1
0751	23.11759803	113.8836368	85	1
0752	22.8184991	113.8067168	65	1
0753	22.962945	113.6786409	66.5	1
0754	23.06354452	113.7710582	65.5	1
0755	22.80029657	113.7472574	72	1
0756	23.0781566	113.8741143	67.5	1
0757	23.05983215	113.5872324	75	1
0758	23.12703337	113.0120037	72	1
0759	23.04235254	113.7318371	67	1
0760	22.80869811	114.1002264	85	1
0761	23.10500981	113.8198157	72	1
0762	23.05466654	113.7414039	66	1
0763	23.05714801	113.663448	72	1
0764	23.04229567	113.8077758	66	1
0765	23.00371616	113.881268	85	1
0766	23.00877683	113.7381856	72	1
0767	22.93815956	113.8870409	70	1
0768	23.05080297	113.7156716	72	1
0769	23.0832246	113.7285264	66.5	1
0770	23.05434269	113.7548907	65.5	1
0771	22.91669305	114.0248715	72	1
0772	23.02609965	113.746608	66.5	1
0773	23.07328362	114.0234467	85	1
0774	23.08636883	113.9505344	72	1
0775	23.13871675	113.111198	85	1
0776	22.98807885	114.0208579	66	1
0777	23.04326407	112.9260813	85	1
0778	23.061023	112.9221482	80	1
0779	22.94081175	113.9453226	72	1
0780	22.99587084	113.7621434	72	1
0781	22.91334142	113.8483693	72	1
0782	22.97333327	113.730314	67.5	1
0783	23.11276083	112.9299114	70	1
0784	23.12358718	113.1648355	68	1
0785	23.05913863	113.7431308	66	1
0786	23.06812838	113.0255363	80	1
0787	23.09724421	113.7523577	71	1
0788	23.19885366	113.1851605	85	1
0789	23.09348295	113.1826215	85	1
0790	23.23190692	113.0890874	85	1
0791	23.06279119	113.0623784	85	0
0792	23.06233415	113.1056841	66.5	1
0793	23.10971032	113.1808405	85	1
0794	23.22923111	113.0827188	85	1
0795	23.11501909	112.9305637	70	1
0796	23.11526775	113.1169399	85	1
0797	22.80256864	113.2873979	85	1
0798	23.06007494	112.9216899	85	1
0799	23.15029122	113.1092646	67.5	1
0800	23.11065649	113.1309687	85	1
0801	23.0650595	113.0572779	72	1
0802	22.93595157	113.8990852	80	1
0803	23.11458393	113.8613142	72	1
0804	22.90672977	113.8475874	72	1
0805	22.9097662	114.0740398	80	1
0806	23.11465325	113.8369654	72	1
0807	23.03909825	113.7731777	65.5	1
0808	22.84670401	114.1592865	85	1
0809	23.11526775	113.1169399	85	1
0810	22.86402965	113.1398401	72	1
0811	22.96629587	113.0906029	72	0
0812	22.96411796	113.0897185	72	0
0813	22.95881496	113.0899638	72	0
0814	22.88967401	113.081987	74	0
0815	23.11275168	113.1253912	80	1
0816	22.96420705	113.0957859	72	0
0817	22.96049969	113.1071838	72	0
0818	23.06367854	113.0570744	72	0
0819	22.96532138	113.0925684	72	0
0820	23.00958915	113.0856424	72	0
0821	22.78982133	113.1641039	74	0
0822	23.04181877	113.0883982	72	0
0823	22.96817917	113.0978671	72	0
0824	22.99456666	113.1409256	72	0
0825	22.97888202	113.0166506	72	0
0826	22.94563836	113.0900415	72	0
0827	23.06667235	113.1548703	65.5	1
0828	23.01280811	113.7603122	66	1
0829	23.17903001	112.8761925	80	1
0830	23.12341113	113.1517748	85	1
0831	23.0440624	113.125784	65.5	0
0832	22.8332624	113.2801516	72	1
0833	22.81467597	113.8277312	85	1
0834	23.06367398	113.7711884	65.5	1
0835	23.12329431	113.1103823	85	1

