% Member ID	Location(GPS latitude and longitude) 	Bid quota	Starting bid time	Credit value
0580	22.557327 114.136246	3	8.00	19.9231
0581	22.684399 113.951052	3	8.00	19.9231
0582	22.569903 114.144945	3	8.00	19.9231
0583	22.649654 113.917479	3	8.00	19.9231
0584	23.40065 113.235188	8	7.18	19.9231
0585	22.756044 113.852766	3	8.00	19.9231
0586	23.554402 113.585389	16	6.33	19.9231
0587	22.650392 114.052425	3	8.00	19.9231
0588	23.553982 113.60336	13	6.33	19.9231
0589	22.727754 113.834037	3	8.00	19.9231
0590	22.754612 114.235709	8	7.27	19.9231
0591	22.736548 113.815489	2	8.00	19.9231
0592	23.125736 113.266832	1	7.54	19.9231
0593	22.603963 113.848492	5	8.00	19.9231
0594	23.244184 113.232456	5	8.00	19.9231
0595	23.279236 113.411627	2	7.42	19.9231
0596	23.205494 113.265774	4	8.00	19.9231
0597	23.12206 113.400313	3	8.00	19.9231
0598	23.027846 113.314994	4	8.00	19.9231
0599	23.242655 113.260177	4	8.00	19.9231
0600	23.29632 113.308569	6	8.00	19.9231
0601	22.567565 114.134081	3	8.00	19.9231
0602	23.537496 113.594134	14	6.33	19.9231
0603	22.631402 114.042737	2	8.00	19.9231
0604	22.604214 114.136224	3	8.00	19.9231
0605	22.607632 113.943851	4	8.00	19.9231
0606	23.126541 113.634612	8	6.39	19.9231
0607	22.512119 113.937591	5	8.00	19.9231
0608	22.635546 114.068196	3	8.00	19.9231
0609	22.69665 114.334521	6	7.06	19.9231
0610	23.139733 113.367267	4	8.00	19.9231
0611	22.58193 113.958801	4	8.00	19.9231
0612	22.752829 114.028418	3	7.54	19.9231
0613	23.15676 113.588452	4	6.45	19.9231
0614	22.622402 114.081573	3	8.00	19.9231
0615	23.049134 113.392069	3	8.00	19.9231
0616	23.301305 113.83191	2	6.36	19.9231
0617	23.140659 113.328849	4	8.00	19.9231
0618	22.566256 113.912736	4	8.00	19.9231
0619	22.614646 114.120194	3	8.00	19.9231
0620	22.702251 114.059494	3	8.00	19.9231
0621	22.614975 114.149724	3	8.00	19.9231
0622	23.390261 113.171529	10	7.06	19.9231
0623	22.520271 113.919056	5	8.00	19.9231
0624	22.746363 113.795779	2	7.42	19.9231
0625	22.568192 113.904839	4	8.00	19.9231
0626	23.093532 113.299083	3	8.00	19.9231
0627	23.302272 113.365212	5	7.45	19.9231
0628	23.365917 113.408058	5	6.57	19.9231
0629	23.189998 113.256442	4	8.00	19.9231
0630	22.543198 114.087865	3	8.00	19.9231
0631	23.12757 113.258991	4	8.00	19.9231
0632	23.141658 113.300051	4	8.00	19.9231
0633	23.253257 113.362061	4	8.00	19.9231
0634	23.170584 113.247355	5	8.00	19.9231
0635	22.703833 114.093831	3	8.00	19.9231
0636	22.654378 114.018598	2	8.00	19.9231
0637	23.181904 113.274925	4	8.00	19.9231
0638	22.574853 114.104720	1	7.21	19.9231
0639	22.609328 114.045171	2	8.00	19.9231
0640	23.12484 113.428474	3	8.00	19.9231
0641	22.682171 113.831826	3	7.54	19.9231
0642	22.678585 114.149829	4	8.00	19.9231
0643	23.09955 113.258924	3	8.00	19.9231
0644	23.1273 113.275742	4	8.00	19.9231
0645	22.695318 114.284897	8	7.30	19.9231
0646	22.586047 114.118147	3	8.00	19.9231
0647	22.791047 113.907786	3	7.51	19.9231
0648	23.137667 113.268607	4	8.00	19.9231
0649	23.101714 113.237932	4	8.00	19.9231
0650	23.089531 113.30354	4	8.00	19.9231
0651	22.981732 113.508461	6	6.45	19.9231
0652	22.782427 113.899277	3	7.57	19.9231
0653	23.306762 113.272456	7	7.54	19.9231
0654	23.127909 113.429536	3	8.00	19.9231
0655	22.68233 113.945186	3	8.00	19.9231
0656	22.740512 113.798479	2	7.42	19.9231
0657	22.612742 114.130842	3	8.00	19.9231
0658	23.245183 113.26699	4	8.00	19.9231
0659	23.288104 113.624005	7	6.33	19.9231
0660	22.561428 113.915091	4	8.00	19.9231
0661	22.648627 114.045759	2	8.00	19.9231
0662	23.265167 113.30372	4	8.00	19.9231
0663	22.731366 113.871288	3	8.00	19.9231
0664	23.131497 113.263774	4	8.00	19.9231
0665	23.291829 113.311527	4	8.00	19.9231
0666	23.388053 113.209874	9	7.15	19.9231
0667	22.726154 114.31471	7	7.21	19.9231
0668	22.724083 113.83535	3	8.00	19.9231
0669	22.641265 114.193002	5	8.00	19.9231
0670	23.168946 113.387319	3	8.00	19.9231
0671	22.779356 113.882517	3	8.00	19.9231
0672	22.694786 114.363229	4	7.03	19.9231
0673	23.237748 113.291745	4	8.00	19.9231
0674	22.935688 113.329537	4	7.30	19.9231
0675	23.177908 113.262563	4	8.00	19.9231
0676	22.580536 113.927531	4	8.00	19.9231
0677	23.013819 113.286347	4	8.00	19.9231
0678	23.288 113.248435	6	8.00	19.9231
0679	22.754333 113.825901	2	8.00	19.9231
0680	23.193002 113.240517	5	8.00	19.9231
0681	22.755268 113.901022	3	8.00	19.9231
0682	22.585088 114.125167	3	8.00	19.9231
0683	23.136657 113.394102	3	8.00	19.9231
0684	23.128267 113.288356	1	8.00	19.9231
0685	23.076328 113.187407	5	8.00	19.9231
0686	23.139008 113.38467	3	8.00	19.9231
0687	22.60748 113.857353	5	8.00	19.9231
0688	23.048494 113.318613	3	8.00	19.9231
0689	23.103755 113.45262	3	8.00	19.9231
0690	22.735653 113.868736	3	8.00	19.9231
0691	23.110975 113.284901	3	8.00	19.9231
0692	23.127649 113.568156	2	7.00	19.9231
0693	23.170743 113.495516	2	7.36	19.9231
0694	22.546207 113.923499	5	8.00	19.9231
0695	22.647318 113.934592	3	8.00	19.9231
0696	23.361475 113.154206	10	6.54	19.9231
0697	23.164795 113.215376	5	8.00	19.9231
0698	23.124025 113.252196	4	8.00	19.9231
0699	22.632325 114.153114	4	8.00	19.9231
0700	23.154271 113.508727	2	7.24	19.9231
0701	22.690644 113.929849	3	8.00	19.9231
0702	22.699048 114.00616	2	8.00	19.9231
0703	23.082555 113.340246	4	8.00	19.9231
0704	22.738389 114.017535	3	8.00	19.9231
0705	23.224812 113.278725	4	8.00	19.9231
0706	23.340888 113.302796	5	7.30	19.9231
0707	22.624755 114.042832	2	8.00	19.9231
0708	22.701280 114.228322	1	6.45	19.9231
0709	23.033092 113.343921	4	8.00	19.9231
0710	22.639714 113.938853	3	8.00	19.9231
0711	22.786051 113.932075	3	7.30	19.9231
0712	22.558162 113.953527	4	8.00	19.9231
0713	22.642813 114.199652	5	8.00	19.9231
0714	23.341603 113.308408	5	7.30	19.9231
0715	22.555692 114.146998	1	7.09	19.9231
0716	22.693729 114.003967	2	8.00	19.9231
0717	22.752358 114.047006	3	7.45	19.9231
0718	23.014123 113.330912	4	8.00	19.9231
0719	23.030732 113.318917	4	8.00	19.9231
0720	23.151654 113.326654	4	8.00	19.9231
0721	23.129766 113.418898	3	8.00	19.9231
0722	23.180843 113.266661	4	8.00	19.9231
0723	23.018796 113.341028	4	8.00	19.9231
0724	23.130774 113.286409	4	8.00	19.9231
0725	22.580654 113.920649	4	8.00	19.9231
0726	22.708679 114.090291	3	8.00	19.9231
0727	23.16337 113.257362	4	8.00	19.9231
0728	23.123160 113.354538	1	8.00	19.9231
0729	22.69621 113.826622	3	7.48	19.9231
0730	22.756527 114.259536	8	7.24	19.9231
0731	22.966895 113.403471	2	7.42	19.9231
0732	23.126749 113.363538	4	8.00	19.9231
0733	23.508004 113.686901	14	6.33	19.9231
0734	22.731757 114.07134	3	8.00	19.9231
0735	22.536229 114.027799	3	8.00	19.9231
0736	23.531128 113.615273	14	6.33	19.9231
0737	23.093789 113.271795	1	7.51	19.9231
0738	22.698637 114.125143	3	8.00	19.9231
0739	22.706283 114.089857	3	8.00	19.9231
0740	22.774768 113.866064	3	8.00	19.9231
0741	22.679928 113.837129	4	7.57	19.9231
0742	22.728433 114.304924	7	7.27	19.9231
0743	22.54748 113.974087	4	8.00	19.9231
0744	23.062979 113.365235	3	8.00	19.9231
0745	22.607519 114.064577	3	8.00	19.9231
0746	22.673135 114.008872	2	8.00	19.9231
0747	23.284708 113.852383	2	6.36	19.9231
0748	23.020387 113.330951	4	8.00	19.9231
0749	22.740158 114.043842	3	8.00	19.9231
0750	22.73341 114.287038	7	7.24	19.9231
0751	22.524376 113.949325	4	8.00	19.9231
0752	22.534015 114.067836	3	8.00	19.9231
0753	22.789535 113.933072	3	7.24	19.9231
0754	22.722281 113.919227	3	8.00	19.9231
0755	23.09882 113.340249	3	8.00	19.9231
0756	23.128006 113.404252	3	8.00	19.9231
0757	23.049124 113.399401	3	8.00	19.9231
0758	22.687897 114.114036	3	8.00	19.9231
0759	23.022658 113.353567	4	8.00	19.9231
0760	22.645555 114.231645	6	8.00	19.9231
0761	22.638425 114.021881	2	8.00	19.9231
0762	22.547653 113.977755	4	8.00	19.9231
0763	23.40466 113.23289	8	7.18	19.9231
0764	22.53251 114.070865	3	8.00	19.9231
0765	22.938598 113.349263	4	7.30	19.9231
0766	22.70193 113.83187	3	8.00	19.9231
0767	23.279593 113.830218	2	6.36	19.9231
0768	22.676134 114.031314	2	8.00	19.9231
0769	22.626184 114.157752	4	8.00	19.9231
0770	23.168598 113.331828	4	8.00	19.9231
0771	23.183208 113.242859	5	8.00	19.9231
0772	22.676906 113.940583	3	8.00	19.9231
0773	23.401581 113.212429	9	7.15	19.9231
0774	23.114422 113.626196	8	6.39	19.9231
0775	22.538407 113.924318	5	8.00	19.9231
0776	22.710917 113.820502	2	7.57	19.9231
0777	22.618443 114.168494	3	8.00	19.9231
0778	23.220429 113.382545	3	8.00	19.9231
0779	22.729748 114.269511	7	7.27	19.9231
0780	22.978106 113.433893	4	7.18	19.9231
0781	23.084767 113.238996	4	8.00	19.9231
0782	23.203614 113.260304	4	8.00	19.9231
0783	23.121292 113.401779	3	8.00	19.9231
0784	22.551115 114.019498	3	8.00	19.9231
0785	22.712053 114.319532	7	7.24	19.9231
0786	22.552028 114.134689	3	8.00	19.9231
0787	23.082187 113.232450	1	7.15	19.9231
0788	22.762867 113.805277	2	7.51	19.9231
0789	23.044102 113.341251	3	8.00	19.9231
0790	22.625556 114.118522	3	8.00	19.9231
0791	23.639637 113.685956	25	6.33	19.9231
0792	22.709856 114.279051	7	7.30	19.9231
0793	23.108546 113.283064	1	8.00	19.9231
0794	22.745954 114.400805	6	6.42	19.9231
0795	22.516794 113.928555	5	8.00	19.9231
0796	23.148217 113.293311	1	8.00	19.9231
0797	23.070767 113.315198	4	8.00	19.9231
0798	22.556930 114.135610	1	7.12	19.9231
0799	22.778588 113.822878	2	7.54	19.9231
0800	22.622372 114.032724	2	8.00	19.9231
0801	22.549686 114.096624	3	8.00	19.9231
0802	23.284194 113.251466	4	8.00	19.9231
0803	22.66355 114.113317	3	8.00	19.9231
0804	23.131877 113.467281	2	8.00	19.9231
0805	22.679938 113.944084	3	8.00	19.9231
0806	22.779912 113.90617	3	8.00	19.9231
0807	22.759359 113.923425	3	8.00	19.9231
0808	23.373447 113.305572	6	7.24	19.9231
0809	22.656834 114.038863	2	8.00	19.9231
0810	23.172054 113.38756	3	8.00	19.9231
0811	23.216805 113.382687	3	8.00	19.9231
0812	22.997366 113.313271	4	8.00	19.9231
0813	23.164808 113.215426	5	8.00	19.9231
0814	22.958694 113.378083	3	7.42	19.9231
0815	22.646470 114.009748	1	7.06	19.9231
0816	23.168364 113.39024	3	8.00	19.9231
0817	23.223223 113.295469	4	8.00	19.9231
0818	22.525774 114.055684	3	8.00	19.9231
0819	22.66124 114.057298	3	8.00	19.9231
0820	23.197384 113.396439	3	8.00	19.9231
0821	23.12836 113.615803	7	6.39	19.9231
0822	23.12486 113.253212	4	8.00	19.9231
0823	23.103519 113.375663	3	8.00	19.9231
0824	22.926225 113.348035	5	7.24	19.9231
0825	22.742155 113.813455	2	8.00	19.9231
0826	22.566204 114.178992	3	8.00	19.9231
0827	23.16291 113.227189	5	8.00	19.9231
0828	22.721231 113.849567	3	8.00	19.9231
0829	23.156647 113.267766	4	8.00	19.9231
0830	23.113143 113.555107	1	7.12	19.9231
0831	22.57103 114.063042	3	8.00	19.9231
0832	22.735161 114.301889	7	7.27	19.9231
0833	22.555127 113.908594	4	8.00	19.9231
0834	23.184956 113.460672	3	8.00	19.9231
0835	23.295999 113.845671	2	6.36	19.9231
0836	23.270543 113.303712	4	8.00	19.9231
0837	22.538329 113.924539	5	8.00	19.9231
0838	22.642307 114.029399	2	8.00	19.9231
0839	23.01609 113.393033	3	8.00	19.9231
0840	23.171037 113.385506	3	8.00	19.9231
0841	22.800386 113.539775	14	6.33	19.9231
0842	22.700297 113.801039	2	7.33	19.9231
0843	23.261005 113.256467	5	8.00	19.9231
0844	23.091569 113.270582	4	8.00	19.9231
0845	22.663852 114.130825	3	8.00	19.9231
0846	22.77973 113.915323	3	7.54	19.9231
0847	22.756618 113.846842	3	8.00	19.9231
0848	22.64224 113.869264	3	8.00	19.9231
0849	23.084662 113.247408	4	8.00	19.9231
0850	22.584579 114.145883	3	8.00	19.9231
0851	22.787472 113.890185	2	7.57	19.9231
0852	22.586445 113.960953	4	8.00	19.9231
0853	22.678681 113.944954	3	8.00	19.9231
0854	23.248745 113.361607	4	8.00	19.9231
0855	22.6972 113.799259	2	7.24	19.9231
0856	23.09451 113.537448	2	7.15	19.9231
0857	23.130577 113.386125	3	8.00	19.9231
0858	22.954478 113.370849	3	7.39	19.9231
0859	22.676292 113.828809	4	8.00	19.9231
0860	22.784529 113.834508	2	7.54	19.9231
0861	22.655615 114.222082	6	8.00	19.9231
0862	22.54097 114.08679	3	8.00	19.9231
0863	22.938138 113.362741	3	7.30	19.9231
0864	23.173079 113.245933	5	8.00	19.9231
0865	22.586528 113.948302	4	8.00	19.9231
0866	22.762379 113.817014	2	7.57	19.9231
0867	22.810214 113.868431	2	7.33	19.9231
0868	22.597324 113.995329	3	8.00	19.9231
0869	23.168041 113.390831	3	8.00	19.9231
0870	23.190597 113.250874	4	8.00	19.9231
0871	23.287881 113.835972	2	6.36	19.9231
0872	22.677101 114.230887	6	7.57	19.9231
0873	23.108864 113.456471	3	8.00	19.9231
0874	23.386228 113.233157	8	7.21	19.9231
0875	23.042904 113.339694	4	8.00	19.9231
0876	23.442247 113.327238	4	6.57	19.9231
0877	22.619962 114.043372	2	8.00	19.9231
0878	22.642208 113.86914	3	8.00	19.9231
0879	23.191428 113.253969	4	8.00	19.9231
0880	22.68864 114.003932	2	8.00	19.9231
0881	22.551636 114.125041	1	7.12	19.9231
0882	23.124957 113.285162	1	8.00	19.9231
0883	22.734044 113.812878	2	7.57	19.9231
0884	22.736067 113.911396	2	8.00	19.9231
0885	22.759419 113.907008	3	8.00	19.9231
0886	23.241216 113.281205	4	8.00	19.9231
0887	22.690289 113.944985	3	8.00	19.9231
0888	23.107343 113.284026	1	8.00	19.9231
0889	23.470746 113.186345	10	7.09	19.9231
0890	23.238645 113.307791	4	8.00	19.9231
0891	23.124216 113.258174	4	8.00	19.9231
0892	23.229363 113.291914	4	8.00	19.9231
0893	22.548557 113.940969	5	8.00	19.9231
0894	23.162649 113.440314	2	8.00	19.9231
0895	23.204412 113.372148	3	8.00	19.9231
0896	23.110531 113.300917	1	8.00	19.9231
0897	22.553436 114.005421	1	7.09	19.9231
0898	23.124737 113.411019	3	8.00	19.9231
0899	22.513896 113.934727	5	8.00	19.9231
0900	23.11221 113.271012	4	8.00	19.9231
0901	22.567904 114.179201	3	8.00	19.9231
0902	23.14151 113.550662	2	7.06	19.9231
0903	22.579349 113.930947	4	8.00	19.9231
0904	22.946099 113.402232	3	7.30	19.9231
0905	23.110309 113.422985	3	8.00	19.9231
0906	23.414427 113.717294	7	6.30	19.9231
0907	22.607706 114.042056	2	8.00	19.9231
0908	22.744411 114.027775	3	8.00	19.9231
0909	22.658557 114.013122	2	8.00	19.9231
0910	23.176911 113.244812	1	7.48	19.9231
0911	23.140153 113.23236	5	8.00	19.9231
0912	22.953789 113.35024	3	7.36	19.9231
0913	23.087559 113.330808	4	8.00	19.9231
0914	23.150449 113.234368	5	8.00	19.9231
0915	23.075933 113.279275	4	8.00	19.9231
0916	23.141711 113.300112	4	8.00	19.9231
0917	22.743096 113.853538	3	8.00	19.9231
0918	23.19419 113.341465	4	8.00	19.9231
0919	23.292706 113.302792	6	8.00	19.9231
0920	22.669292 114.021914	2	8.00	19.9231
0921	22.645539 114.043661	2	8.00	19.9231
0922	22.689654 114.089125	3	8.00	19.9231
0923	23.197087 113.272624	4	8.00	19.9231
0924	22.608405 114.131808	3	8.00	19.9231
0925	23.161889 113.311327	4	8.00	19.9231
0926	22.762261 113.803356	2	7.48	19.9231
0927	22.762335 113.932282	2	8.00	19.9231
0928	23.197231 113.265481	4	8.00	19.9231
0929	22.796075 113.952992	3	7.09	19.9231
0930	23.176051 113.664926	17	6.30	19.9231
0931	23.147242 113.349043	4	8.00	19.9231
0932	23.143869 113.433006	3	8.00	19.9231
0933	23.279898 113.306788	4	8.00	19.9231
0934	22.604255 113.889285	4	8.00	19.9231
0935	22.57019 114.503161	1	6.33	19.9231
0936	23.067267 113.399145	3	8.00	19.9231
0937	22.697286 113.788603	2	7.24	19.9231
0938	22.753515 113.857615	3	8.00	19.9231
0939	22.7529 113.792718	2	7.42	19.9231
0940	22.967507 113.338308	3	7.45	19.9231
0941	23.063067 113.346537	3	8.00	19.9231
0942	22.694308 113.798991	2	7.21	19.9231
0943	22.807539 113.892801	3	7.33	19.9231
0944	23.137376 113.338695	4	8.00	19.9231
0945	23.202991 113.374881	3	8.00	19.9231
0946	23.116361 113.226914	4	8.00	19.9231
0947	22.501452 113.938755	5	8.00	19.9231
0948	22.731251 114.100123	3	8.00	19.9231
0949	22.736324 114.38671	4	6.51	19.9231
0950	23.47321 113.249584	9	7.09	19.9231
0951	23.089764 113.308813	4	8.00	19.9231
0952	22.789134 113.388964	24	6.36	19.9231
0953	22.779628 113.914864	3	7.57	19.9231
0954	22.69716 114.047236	3	8.00	19.9231
0955	23.355278 113.392335	3	7.09	19.9231
0956	23.208776 113.334099	4	8.00	19.9231
0957	23.389134 113.216845	8	7.15	19.9231
0958	23.138844 113.579964	3	6.57	19.9231
0959	23.047007 113.337859	3	8.00	19.9231
0960	23.202989 113.263381	1	7.42	19.9231
0961	23.179264 113.714935	11	6.33	19.9231
0962	22.616995 114.046901	1	7.21	19.9231
0963	22.954901 113.379857	3	7.39	19.9231
0964	22.682951 114.010378	2	8.00	19.9231
0965	22.661587 114.074426	3	8.00	19.9231
0966	22.568124 114.045091	2	8.00	19.9231
0967	23.113131 113.449036	3	8.00	19.9231
0968	22.585884 113.86968	4	8.00	19.9231
0969	23.134618 113.386783	3	8.00	19.9231
0970	22.985368 113.322854	4	8.00	19.9231
0971	23.476614 113.239899	9	7.09	19.9231
0972	22.580875 113.907313	4	8.00	19.9231
0973	23.12403 113.254495	4	8.00	19.9231
0974	23.5314 113.592978	14	6.33	19.9231
0975	22.70298 113.84264	2	8.00	19.9231
0976	22.643898 114.076399	3	8.00	19.9231
0977	22.66513 114.238248	7	7.48	19.9231
0978	22.788478 113.889537	2	7.57	19.9231
0979	23.169018 113.38727	3	8.00	19.9231
0980	22.708088 114.064351	3	8.00	19.9231
0981	23.118132 113.364511	3	8.00	19.9231
0982	22.755773 113.912015	3	8.00	19.9231
0983	22.616425 114.118359	3	8.00	19.9231
0984	22.590953 113.957013	4	8.00	19.9231
0985	23.30995 113.237874	7	7.42	19.9231
0986	22.678822 114.034685	3	8.00	19.9231
0987	22.524293 113.949363	4	8.00	19.9231
0988	22.695136 113.948254	3	8.00	19.9231
0989	23.474501 113.238583	9	7.09	19.9231
0990	22.56647 114.110719	3	8.00	19.9231
0991	23.27411 113.32869	4	8.00	19.9231
0992	22.725041 114.299771	7	7.30	19.9231
0993	22.964123 113.283207	3	7.45	19.9231
0994	22.659687 114.008433	2	8.00	19.9231
0995	22.946646 113.364742	3	7.30	19.9231
0996	23.115450 113.418224	1	7.30	19.9231
0997	22.695095 113.815392	2	7.39	19.9231
0998	22.770166 113.850591	3	8.00	19.9231
0999	23.137149 113.279169	4	8.00	19.9231
1000	22.566717 113.926536	5	8.00	19.9231
1001	22.940616 113.360372	3	7.30	19.9231
1002	22.498771 113.895248	5	8.00	19.9231
1003	22.77798 114.081248	6	6.54	19.9231
1004	23.000144 113.91974	7	7.15	19.9231
1005	22.805936 113.741026	2	7.21	19.9231
1006	22.743062 114.118197	4	7.39	19.9231
1007	22.903224 113.816181	6	6.57	19.9231
1008	22.804772 113.74753	2	7.24	19.9231
1009	22.969322 113.70557	7	7.54	19.9231
1010	22.979086 113.982372	4	7.18	19.9231
1011	22.803661 113.812394	2	7.33	19.9231
1012	23.022548 113.928423	7	7.06	19.9231
1013	22.823812 113.799767	2	7.15	19.9231
1014	22.77245 114.067428	5	7.00	19.9231
1015	22.938265 113.625489	5	7.00	19.9231
1016	22.778125 113.751863	2	7.42	19.9231
1017	22.802223 114.102635	6	6.48	19.9231
1018	22.925 113.631691	5	7.09	19.9231
1019	22.841605 114.090852	6	6.54	19.9231
1020	22.891166 113.826767	4	7.09	19.9231
1021	22.700646 114.16965	4	8.00	19.9231
1022	22.95593 113.662486	5	7.27	19.9231
1023	22.954645 113.911108	6	7.09	19.9231
1024	22.795295 113.760692	2	7.36	19.9231
1025	23.083141 113.767028	10	7.36	19.9231
1026	23.101657 113.874529	12	7.09	19.9231
1027	22.926463 114.037365	5	7.03	19.9231
1028	22.93 113.837293	9	7.00	19.9231
1029	22.877114 114.095352	7	6.57	19.9231
1030	22.709582 114.177666	4	8.00	19.9231
1031	22.886224 114.007398	6	7.00	19.9231
1032	23.003847 113.784079	10	7.42	19.9231
1033	22.993739 113.87697	12	7.12	19.9231
1034	22.815683 113.682839	2	6.54	19.9231
1035	22.879447 113.824912	3	7.09	19.9231
1036	23.114369 113.831847	9	7.27	19.9231
1037	22.980098 113.86381	9	7.27	19.9231
1038	23.059838 113.771276	10	7.39	19.9231
1039	23.036206 113.772804	10	7.45	19.9231
1040	22.822065 114.189993	9	6.48	19.9231
1041	22.786421 113.740693	2	7.30	19.9231
1042	23.020809 113.949274	5	7.12	19.9231
1043	22.994115 113.992473	5	7.06	19.9231
1044	23.009599 113.706808	7	7.51	19.9231
1045	23.076711 113.969625	5	6.57	19.9231
1046	22.809754 114.081164	7	6.45	19.9231
1047	22.944554 113.866188	10	7.00	19.9231
1048	22.811167 113.724467	2	7.09	19.9231
1049	22.826964 114.108587	6	6.51	19.9231
1050	22.780789 114.118719	6	6.45	19.9231
1051	22.822234 113.755233	2	7.21	19.9231
1052	22.764935 114.084304	5	7.15	19.9231
1053	22.80565 113.740898	2	7.21	19.9231
1054	23.037027 113.797487	9	7.54	19.9231
1055	23.020852 113.984484	5	7.12	19.9231
1056	22.915173 113.980395	5	7.09	19.9231
1057	22.935573 113.636469	5	7.12	19.9231
1058	22.768697 113.798912	2	7.39	19.9231
1059	23.031772 114.092653	4	6.51	19.9231
1060	22.976751 113.760212	9	7.54	19.9231
1061	22.954993 113.911264	6	7.09	19.9231
1062	22.813272 114.090229	6	6.48	19.9231
1063	22.937475 113.712295	8	7.24	19.9231
1064	23.106108 113.97324	6	6.42	19.9231
1065	22.897119 113.852208	5	7.03	19.9231
1066	22.768174 113.799205	2	7.39	19.9231
1067	22.770692 113.789215	2	7.42	19.9231
1068	22.95963 113.700828	6	7.45	19.9231
1069	22.733944 114.116544	4	7.51	19.9231
1070	22.814651 113.793246	2	7.21	19.9231
1071	22.840164 114.200168	8	6.42	19.9231
1072	23.041115 114.013836	5	6.57	19.9231
1073	22.954792 113.920758	5	7.15	19.9231
1074	23.052802 113.75171	9	7.48	19.9231
1075	22.832463 113.680066	2	6.54	19.9231
1076	22.900153 113.863877	5	6.57	19.9231
1077	23.12442 113.885572	13	6.57	19.9231
1078	22.775498 113.757734	2	7.45	19.9231
1079	22.806587 113.837543	3	7.39	19.9231
1080	22.829263 113.812398	2	7.24	19.9231
1081	22.92664 113.983376	4	7.09	19.9231
1082	22.732519 114.135313	4	7.51	19.9231
1083	23.055013 113.744351	8	7.51	19.9231
1084	22.799161 114.082389	6	6.48	19.9231
1085	22.93524 113.712423	8	7.24	19.9231
1086	23.023463 113.747246	8	8.00	19.9231
1087	23.035179 113.799057	9	7.54	19.9231
1088	23.06617 113.718616	8	7.36	19.9231
1089	22.729495 114.204233	7	7.39	19.9231
1090	22.91217 113.621716	5	7.03	19.9231
1091	23.112146 113.79086	10	7.27	19.9231
1092	22.831608 114.113402	6	6.45	19.9231
1093	22.997915 113.897973	11	7.03	19.9231
1094	22.739625 114.161596	6	7.15	19.9231
1095	23.104527 113.867865	9	7.18	19.9231
1096	23.044151 113.780224	10	7.39	19.9231
1097	22.825356 113.736257	2	7.15	19.9231
1098	22.985615 113.953996	5	7.15	19.9231
1099	22.972278 114.035429	5	7.03	19.9231
1100	22.898636 113.923088	4	7.12	19.9231
1101	23.046573 113.786543	9	7.48	19.9231
1102	23.010499 114.022416	5	7.06	19.9231
1103	23.012182 113.71556	7	8.00	19.9231
1104	23.032352 113.885701	11	7.12	19.9231
1105	22.852086 113.72698	2	7.15	19.9231
1106	23.011314 114.102109	6	6.48	19.9231
1107	22.961579 113.67718	5	7.39	19.9231
1108	22.974824 113.988868	4	7.09	19.9231
1109	22.926663 113.935444	5	7.09	19.9231
1110	22.954846 113.935392	5	7.12	19.9231
1111	22.799794 113.67304	2	6.54	19.9231
1112	22.961275 113.889792	9	7.00	19.9231
1113	23.055543 113.548862	2	7.12	19.9231
1114	23.037388 113.784323	10	7.45	19.9231
1115	23.074947 113.696184	7	7.30	19.9231
1116	22.801112 114.072281	6	6.48	19.9231
1117	22.814671 113.795105	2	7.21	19.9231
1118	23.092249 113.82953	9	7.36	19.9231
1119	23.093876 113.784144	10	7.30	19.9231
1120	23.027349 114.05203	4	6.51	19.9231
1121	23.070079 113.878506	12	7.06	19.9231
1122	22.771301 113.79212	2	7.42	19.9231
1123	22.895069 113.634534	5	7.06	19.9231
1124	22.960469 114.04255	4	7.03	19.9231
1125	22.905706 113.819436	6	6.57	19.9231
1126	22.984608 113.955644	5	7.15	19.9231
1127	22.811372 113.796521	2	7.18	19.9231
1128	22.953944 113.977261	4	7.12	19.9231
1129	22.998147 113.923586	7	7.15	19.9231
1130	22.932349 113.870064	9	6.54	19.9231
1131	22.917688 114.090245	4	7.06	19.9231
1132	22.920828 113.667761	5	7.21	19.9231
1133	22.815166 114.16122	8	6.42	19.9231
1134	22.813131 113.693021	2	6.54	19.9231
1135	22.772376 114.07461	6	7.00	19.9231
1136	23.039387 113.749698	9	7.48	19.9231
1137	22.849592 113.709954	2	7.06	19.9231
1138	23.013723 113.767861	9	7.51	19.9231
1139	22.913478 114.007215	5	7.03	19.9231
1140	22.813916 113.81585	2	7.36	19.9231
1141	23.091486 113.733677	8	7.33	19.9231
1142	23.018409 113.931099	7	7.12	19.9231
1143	23.061404 113.745668	9	7.45	19.9231
1144	22.857311 114.16751	6	6.42	19.9231
1145	22.745632 114.132189	4	7.30	19.9231
1146	23.039652 113.793757	9	7.48	19.9231
1147	22.821741 113.796559	2	7.18	19.9231
1148	22.996231 113.842775	8	7.39	19.9231
1149	22.849609 113.635105	3	6.54	19.9231
1150	22.845934 113.677471	2	7.03	19.9231
1151	22.921877 113.970559	4	7.09	19.9231
1152	22.797837 113.7765	2	7.33	19.9231
1153	23.047683 113.965833	4	7.09	19.9231
1154	22.799248 113.734852	2	7.18	19.9231
1155	22.828959 114.219065	9	6.54	19.9231
1156	22.988497 114.020475	5	7.03	19.9231
1157	23.031403 113.998336	5	7.00	19.9231
1158	22.747349 114.11389	4	7.39	19.9231
1159	23.028009 113.924963	7	7.09	19.9231
1160	22.823346 114.190013	9	6.48	19.9231
